Metabolic Pathway	Present in X org./Total org.	Median score	Median frequency	Target taxonomies	Strain with the Pathway	Pathway Hierarchy	MetaCyc URL
L-glutamate degradation II	1.0	1.0	1.5	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.GLUTAMATE-DEG.GLUTDEG-PWY./Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.ASPARTATE-SYN.GLUTDEG-PWY.	GLUTDEG-PWY
L-leucine biosynthesis	1.0	0.67	1.0	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.LEUCINE-SYN.LEUSYN-PWY.	LEUSYN-PWY
succinate to cytochrome bd oxidase electron transfer	1.0	1.0	3.0	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Energy-Metabolism.Respiration.AEROBIC-RESPIRATION.PWY0-1353./Energy-Metabolism.Electron-Transfer.PWY0-1353.	PWY0-1353
chitin degradation II (Vibrio)	1.0	1.0	2.6	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Degradation.Polymer-Degradation.POLYSACCHARIDES-DEG.Chitin-Degradation.PWY-6902./Degradation.Carbohydrates-Degradation.POLYSACCHARIDES-DEG.Chitin-Degradation.PWY-6902.	PWY-6902
L-glutamate degradation IX (via 4-aminobutanoate)	1.0	1.0	1.0	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.GLUTAMATE-DEG.PWY0-1305./Detoxification.Acid-Resistance.PWY0-1305.	PWY0-1305
di-trans,poly-cis-undecaprenyl phosphate biosynthesis	1.0	1.0	1.0	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Biosynthesis.Cofactor-Biosynthesis.Polyprenyl-Biosynthesis.PWY-5785.	PWY-5785
arginine dependent acid resistance	1.0	1.0	1.0	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Detoxification.Acid-Resistance.PWY0-1299.	PWY0-1299
xanthine and xanthosine salvage	1.0	1.0	1.5	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotides-Salvage.SALVPURINE2-PWY.	SALVPURINE2-PWY
L-cysteine biosynthesis I	1.0	1.0	1.5	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.CYSTEINE-SYN.CYSTSYN-PWY.	CYSTSYN-PWY
fatty acid &beta;-oxidation I	1.0	1.0	1.86	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Degradation.Fatty-Acid-and-Lipid-Degradation.Fatty-Acid-Degradation.FAO-PWY.	FAO-PWY
methylglyoxal degradation I	1.0	0.67	1.33	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Degradation.Aldehyde-Degradation.Methylglyoxal-Detoxification.PWY-5386./Detoxification.Methylglyoxal-Detoxification.PWY-5386.	PWY-5386
NAD de novo biosynthesis I (from aspartate)	1.0	1.0	1.0	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Biosynthesis.Cofactor-Biosynthesis.NAD-Metabolism.NAD-SYN.PYRIDNUCSYN-PWY.	PYRIDNUCSYN-PWY
L-serine biosynthesis I	1.0	1.0	1.0	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.SERINE-BIOSYNTHESIS.SERSYN-PWY.	SERSYN-PWY
biotin biosynthesis from 8-amino-7-oxononanoate I	1.0	1.0	1.0	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.BIOTIN-SYN.PWY0-1507.	PWY0-1507
gluconeogenesis I	1.0	1.0	1.23	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.Gluconeogenesis.GLUCONEO-PWY.	GLUCONEO-PWY
L-serine degradation	1.0	1.0	2.0	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.SERINE-DEG.SERDEG-PWY.	SERDEG-PWY
autoinducer AI-2 biosynthesis I	1.0	0.4	0.4	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Biosynthesis.SECONDARY-METABOLITE-BIOSYNTHESIS.Autoinducer-Biosynthesis.PWY-6153.	PWY-6153
ribose phosphorylation	1.0	0.67	0.67	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.RIBOKIN-PWY.	RIBOKIN-PWY
CDP-diacylglycerol biosynthesis II	1.0	1.0	1.5	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Biosynthesis.Lipid-Biosynthesis.Phospholipid-Biosynthesis.CDP-diacylglycerol-Biosynthesis.PWY0-1319.	PWY0-1319
L-glutamine degradation I	1.0	1.0	5.0	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.GLUTAMINE-DEG.GLUTAMINDEG-PWY.	GLUTAMINDEG-PWY
L-glutamine degradation II	1.0	1.0	2.0	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.GLUTAMINE-DEG.GLUTAMINEFUM-PWY.	GLUTAMINEFUM-PWY
menaquinol-8 biosynthesis	1.0	1.0	1.0	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Biosynthesis.Cofactor-Biosynthesis.Quinone-Biosynthesis.Menaquinone-Biosynthesis.MENAQUINONESYN-PWY.	MENAQUINONESYN-PWY
fatty acid elongation -- saturated	1.0	0.6	1.8	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Biosynthesis.Lipid-Biosynthesis.Fatty-acid-biosynthesis.FASYN-ELONG-PWY.	FASYN-ELONG-PWY
L-threonine biosynthesis	1.0	1.0	1.5	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.THREONINE-BIOSYNTHESIS.HOMOSER-THRESYN-PWY.	HOMOSER-THRESYN-PWY
UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	1.0	1.0	1.0	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Biosynthesis.Cell-Structure-Biosynthesis.Cell-Wall-Biosynthesis.Acetylmuramoyl-Pentapeptide-Biosynthesis.PWY-6387.	PWY-6387
thioredoxin pathway	1.0	0.5	0.5	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Biosynthesis.Cofactor-Biosynthesis.Reductants.THIOREDOX-PWY.	THIOREDOX-PWY
N10-formyl-tetrahydrofolate biosynthesis	1.0	1.0	1.27	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Folate-Biosynthesis.1CMET2-PWY.	1CMET2-PWY
adenosylcobalamin salvage from cobalamin	1.0	1.0	1.0	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Cobalamin-Biosynthesis.Cobamide-Salvage.PWY-6268.	PWY-6268
tRNA charging	1.0	1.0	1.2	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Metabolic-Clusters.TRNA-CHARGING-PWY./Biosynthesis.Aminoacyl-tRNAs-Charging.TRNA-CHARGING-PWY.	TRNA-CHARGING-PWY
superoxide radicals degradation	1.0	1.0	1.5	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Detoxification.REACTIVE-OXYGEN-SPECIES-DEGRADATION.DETOX1-PWY.	DETOX1-PWY
UDP-N-acetyl-D-glucosamine biosynthesis I	1.0	1.0	1.0	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.UDP-Sugar-Biosynthesis.UDP-NAc-Glucosamine-Biosynthesis.UDPNAGSYN-PWY.	UDPNAGSYN-PWY
L-alanine biosynthesis I	1.0	0.67	1.0	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.ALANINE-SYN.ALANINE-VALINESYN-PWY.	ALANINE-VALINESYN-PWY
4-aminobenzoate biosynthesis	1.0	1.0	2.0	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Folate-Biosynthesis.PWY-6543.	PWY-6543
inosine-5'-phosphate biosynthesis I	1.0	1.0	1.0	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.Purine-Ribonuc-De-Novo-Biosynthesis.IMP-Biosynthesis.PWY-6123.	PWY-6123
5-aminoimidazole ribonucleotide biosynthesis I	1.0	1.0	1.0	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.AIR-Biosynthesis.PWY-6121.	PWY-6121
dTDP-L-rhamnose biosynthesis	1.0	1.0	1.5	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.dTDP-Sugar-Biosynthesis.DTDPRHAMSYN-PWY.	DTDPRHAMSYN-PWY
pyridoxal 5'-phosphate salvage I	1.0	0.8	0.8	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Vitamin-B6-Biosynthesis.PLPSAL-PWY.	PLPSAL-PWY
guanine and guanosine salvage III	1.0	1.0	2.0	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotides-Salvage.Guanine-Guanosine-Salvage.PWY-6618.	PWY-6618
lipoate biosynthesis and incorporation I	1.0	1.0	1.0	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Biosynthesis.Cofactor-Biosynthesis.Lipoate-Biosynthesis.PWY0-501.	PWY0-501
L-lysine biosynthesis I	1.0	1.0	1.56	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.LYSINE-SYN.DAPLYSINESYN-PWY.	DAPLYSINESYN-PWY
fructose degradation	1.0	1.0	1.0	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.PWY0-1314.	PWY0-1314
tetrapyrrole biosynthesis I (from glutamate)	1.0	1.0	1.0	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Biosynthesis.Cofactor-Biosynthesis.Tetrapyrrole-Biosynthesis.PWY-5188.	PWY-5188
L-ornithine biosynthesis I	1.0	1.0	1.0	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Biosynthesis.Amino-Acid-Biosynthesis.Other-Amino-Acid-Biosynthesis.L-Ornithine-Biosynthesis.GLUTORN-PWY.	GLUTORN-PWY
molybdenum cofactor biosynthesis	1.0	0.86	1.14	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Biosynthesis.Cofactor-Biosynthesis.Molybdenum-Cofactor-Biosynthesis.PWY-6823.	PWY-6823
pyridoxal 5'-phosphate biosynthesis I	1.0	0.88	1.0	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Vitamin-B6-Biosynthesis.PYRIDOXSYN-PWY.	PYRIDOXSYN-PWY
ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	1.0	0.6	0.8	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.ADP-Sugar-Biosynthesis.PWY0-1241.	PWY0-1241
pyrimidine ribonucleosides degradation	1.0	1.0	1.33	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Degradation.NUCLEO-DEG.Pyrimidine-Degradation.Pyrimidine-Ribonucleosides-Degradation.PWY0-1295.	PWY0-1295
acetate and ATP formation from acetyl-CoA I	1.0	1.0	2.0	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Degradation.CARBOXYLATES-DEG.Acetate-Formation.PWY0-1312./Energy-Metabolism.Fermentation.Fermentation-to-Acids.Acetate-Formation.PWY0-1312.	PWY0-1312
glutathione-glutaredoxin redox reactions	1.0	0.5	1.0	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Biosynthesis.Cofactor-Biosynthesis.Reductants.GLUT-REDOX-PWY.	GLUT-REDOX-PWY
L-histidine degradation I	1.0	1.0	1.25	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.HISTIDINE-DEG.HISDEG-PWY.	HISDEG-PWY
preQ0 biosynthesis	1.0	0.5	0.5	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Biosynthesis.SECONDARY-METABOLITE-BIOSYNTHESIS.PWY-6703.	PWY-6703
L-isoleucine biosynthesis I (from threonine)	1.0	0.8	1.2	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.ISOLEUCINE-SYN.ILEUSYN-PWY.	ILEUSYN-PWY
ppGpp biosynthesis	1.0	0.83	1.0	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Biosynthesis.Metabolic-Regulators.PPGPPMET-PWY.	PPGPPMET-PWY
S-adenosyl-L-methionine biosynthesis	1.0	1.0	1.0	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Biosynthesis.Cofactor-Biosynthesis.SAM-PWY.	SAM-PWY
melibiose degradation	1.0	1.0	1.0	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.PWY0-1301.	PWY0-1301
L-phenylalanine biosynthesis I	1.0	1.0	1.67	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.PHENYLALANINE-SYN.PHESYN.	PHESYN
(Kdo)2-lipid A biosynthesis I	1.0	1.0	1.5	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Biosynthesis.Lipid-Biosynthesis.KDO-LIPASYN-PWY.	KDO-LIPASYN-PWY
acetate conversion to acetyl-CoA	1.0	1.0	1.0	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Degradation.CARBOXYLATES-DEG.PWY0-1313.	PWY0-1313
L-methionine biosynthesis I	1.0	0.8	1.2	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.METHIONINE-SYN.Methionine-De-novo-Biosynthesis.HOMOSER-METSYN-PWY.	HOMOSER-METSYN-PWY
glycerol degradation I	1.0	1.0	1.0	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Degradation.Fatty-Acid-and-Lipid-Degradation.PWY-4261./Degradation.Alcohol-Degradation.GLYCEROL-DEG.PWY-4261.	PWY-4261
L-homoserine biosynthesis	1.0	1.0	3.0	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Biosynthesis.Amino-Acid-Biosynthesis.Other-Amino-Acid-Biosynthesis.HOMOSERSYN-PWY.	HOMOSERSYN-PWY
arsenate detoxification II (glutaredoxin)	1.0	1.0	2.0	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Detoxification.Arsenate-Detoxification.PWY-4621.	PWY-4621
L-glutamate biosynthesis I	1.0	1.0	2.0	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.GLUTAMATE-SYN.GLUTSYN-PWY.	GLUTSYN-PWY
L-histidine biosynthesis	1.0	1.0	1.1	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.HISTIDINE-SYN.HISTSYN-PWY.	HISTSYN-PWY
demethylmenaquinol-8 biosynthesis I	1.0	1.0	1.0	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Biosynthesis.Cofactor-Biosynthesis.Quinone-Biosynthesis.Demethylmenaquinone-Biosynthesis.Demethylmenaquinol-8-Biosynthesis.PWY-5852.	PWY-5852
androstenedione degradation	1.0	0.13	0.27	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Degradation.Fatty-Acid-and-Lipid-Degradation.Steroids-Degradation.PWY-6944.	PWY-6944
L-asparagine degradation I	1.0	1.0	1.0	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.ASPARAGINE-DEG.ASPARAGINE-DEG1-PWY.	ASPARAGINE-DEG1-PWY
2-carboxy-1,4-naphthoquinol biosynthesis	1.0	0.86	1.0	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Biosynthesis.Cofactor-Biosynthesis.Quinone-Biosynthesis.DHNA-Biosynthesis.PWY-5837.	PWY-5837
CDP-diacylglycerol biosynthesis I	1.0	1.0	1.5	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Biosynthesis.Lipid-Biosynthesis.Phospholipid-Biosynthesis.CDP-diacylglycerol-Biosynthesis.PWY-5667.	PWY-5667
L-threonine degradation II	1.0	1.0	1.0	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.THREONINE-DEG.THREONINE-DEG2-PWY.	THREONINE-DEG2-PWY
glycolysis I (from glucose 6-phosphate)	1.0	0.92	1.27	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Energy-Metabolism.GLYCOLYSIS-VARIANTS.GLYCOLYSIS.	GLYCOLYSIS
L-tryptophan biosynthesis	1.0	1.0	1.67	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.TRYPTOPHAN-BIOSYNTHESIS.TRPSYN-PWY.	TRPSYN-PWY
thiamine diphosphate biosynthesis I (E. coli)	1.0	1.0	1.5	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Thiamine-Biosynthesis.Thiamin-Diphosphate-Biosynthesis.PWY-6894.	PWY-6894
L-valine biosynthesis	1.0	0.75	1.5	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.VALINE-BIOSYNTHESIS.VALSYN-PWY.	VALSYN-PWY
heme b biosynthesis I (aerobic)	1.0	1.0	1.25	Aliivibrio	Aliivibrio fischeri ES114, Aliivibrio salmonicida LFI1238, Aliivibrio salmonicida VS224, Aliivibrio wodanis, Vibrio fischeri MJ11	Biosynthesis.Cofactor-Biosynthesis.Porphyrin-Compounds-Biosynthesis.HEME-SYN.Heme-b-Biosynthesis.HEME-BIOSYNTHESIS-II.	HEME-BIOSYNTHESIS-II
