Metabolic Pathway	Present in X org./Total org.	Median score	Median frequency	Target taxonomies	Strain with the Pathway	Pathway Hierarchy	MetaCyc URL
biotin-carboxyl carrier protein assembly	1.0	0.75	1.25	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Biosynthesis.Lipid-Biosynthesis.PWY0-1264.	PWY0-1264
pyridoxal 5'-phosphate biosynthesis I	1.0	0.29	0.43	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Vitamin-B6-Biosynthesis.PYRIDOXSYN-PWY.	PYRIDOXSYN-PWY
CDP-diacylglycerol biosynthesis I	1.0	1.0	1.0	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Biosynthesis.Lipid-Biosynthesis.Phospholipid-Biosynthesis.CDP-diacylglycerol-Biosynthesis.PWY-5667.	PWY-5667
L-ascorbate degradation I (bacterial, anaerobic)	1.0	0.75	1.25	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Degradation.CARBOXYLATES-DEG.Ascorbate-Degradation.PWY0-301.	PWY0-301
3-dehydroquinate biosynthesis I	1.0	1.0	1.5	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Biosynthesis.AROMATIC-COMPOUNDS-BIOSYN.3-Dehydroquinate-Biosynthesis.PWY-6164.	PWY-6164
formate assimilation into 5,10-methylenetetrahydrofolate	1.0	1.0	1.0	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Degradation.C1-COMPOUNDS.PWY-1722.	PWY-1722
glycolysis I (from glucose 6-phosphate)	1.0	0.75	1.92	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Energy-Metabolism.GLYCOLYSIS-VARIANTS.GLYCOLYSIS.	GLYCOLYSIS
parathion degradation	1.0	0.5	0.5	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Degradation.AROMATIC-COMPOUNDS-DEGRADATION.PARATHION-DEGRADATION-PWY.	PARATHION-DEGRADATION-PWY
mannitol degradation I	1.0	1.0	1.0	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.SUGAR-ALCOHOLS-DEG.MANNIDEG-PWY.	MANNIDEG-PWY
pyrimidine deoxyribonucleosides degradation	1.0	1.0	1.0	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Degradation.NUCLEO-DEG.Pyrimidine-Degradation.Pyrimidine-Deoxyribonucleosides-Deg.PWY-7181.	PWY-7181
guanine and guanosine salvage	1.0	1.0	1.5	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotides-Salvage.Guanine-Guanosine-Salvage.PWY-6620.	PWY-6620
L-isoleucine biosynthesis I (from threonine)	1.0	0.71	1.29	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.ISOLEUCINE-SYN.ILEUSYN-PWY.	ILEUSYN-PWY
preQ0 biosynthesis	1.0	1.0	1.0	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Biosynthesis.SECONDARY-METABOLITE-BIOSYNTHESIS.PWY-6703.	PWY-6703
D-xylose degradation I	1.0	0.5	0.5	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.Xylose-Degradation.XYLCAT-PWY.	XYLCAT-PWY
myo-inositol degradation I	1.0	0.71	0.86	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.SUGAR-ALCOHOLS-DEG.P562-PWY.	P562-PWY
folate polyglutamylation	1.0	1.0	1.6	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Folate-Biosynthesis.PWY-2161.	PWY-2161
glutaminyl-tRNAgln biosynthesis via transamidation	1.0	0.75	4.5	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Biosynthesis.Aminoacyl-tRNAs-Charging.PWY-5921.	PWY-5921
glycerophosphodiester degradation	1.0	0.5	1.0	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Degradation.Alcohol-Degradation.GLYCEROL-DEG.PWY-6952.	PWY-6952
pyrimidine deoxyribonucleotide phosphorylation	1.0	0.5	0.5	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Metabolic-Clusters.PWY-7197./Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-Nucleotide-Salvage.PWY-7197.	PWY-7197
S-adenosyl-L-methionine biosynthesis	1.0	1.0	1.0	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Biosynthesis.Cofactor-Biosynthesis.SAM-PWY.	SAM-PWY
L-threonine biosynthesis	1.0	0.5	0.5	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.THREONINE-BIOSYNTHESIS.HOMOSER-THRESYN-PWY.	HOMOSER-THRESYN-PWY
chorismate biosynthesis from 3-dehydroquinate	1.0	1.0	1.2	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Biosynthesis.AROMATIC-COMPOUNDS-BIOSYN.Chorismate-Biosynthesis.PWY-6163.	PWY-6163
ppGpp biosynthesis	1.0	0.33	0.67	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Biosynthesis.Metabolic-Regulators.PPGPPMET-PWY.	PPGPPMET-PWY
4-aminobenzoate biosynthesis	1.0	0.5	1.0	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Folate-Biosynthesis.PWY-6543.	PWY-6543
L-arginine biosynthesis II (acetyl cycle)	1.0	0.89	1.22	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.ARGININE-SYN.ARGSYNBSUB-PWY.	ARGSYNBSUB-PWY
thiamine salvage III	1.0	1.0	1.0	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Thiamine-Biosynthesis.Thiamin-Salvage.PWY-6898.	PWY-6898
paraoxon degradation	1.0	1.0	1.0	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Degradation.AROMATIC-COMPOUNDS-DEGRADATION.PWY-5490.	PWY-5490
L-lysine biosynthesis VI	1.0	1.0	1.0	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.LYSINE-SYN.PWY-5097.	PWY-5097
adenine salvage	1.0	0.67	1.0	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotides-Salvage.Adenine-Adenosine-Salvage.PWY-6610.	PWY-6610
UMP biosynthesis III	1.0	1.0	1.5	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-De-Novo-Biosyn.Pyrimid-Ribonucleot-De-Novo-Biosyn.UMP-Biosynthesis.PWY-7791.	PWY-7791
glycerol degradation I	1.0	0.5	0.5	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Degradation.Fatty-Acid-and-Lipid-Degradation.PWY-4261./Degradation.Alcohol-Degradation.GLYCEROL-DEG.PWY-4261.	PWY-4261
L-homoserine biosynthesis	1.0	1.0	1.0	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Biosynthesis.Amino-Acid-Biosynthesis.Other-Amino-Acid-Biosynthesis.HOMOSERSYN-PWY.	HOMOSERSYN-PWY
N6-L-threonylcarbamoyladenosine37-modified tRNA biosynthesis	1.0	1.0	1.0	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Macromolecule-Modification.Nucleic-Acid-Processing.PWY0-1587.	PWY0-1587
adenosine ribonucleotides de novo biosynthesis	1.0	1.0	1.0	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.Purine-Ribonuc-De-Novo-Biosynthesis.PWY-7219.	PWY-7219
pyrimidine ribonucleosides degradation	1.0	1.0	1.0	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Degradation.NUCLEO-DEG.Pyrimidine-Degradation.Pyrimidine-Ribonucleosides-Degradation.PWY0-1295.	PWY0-1295
methylerythritol phosphate pathway I	1.0	0.78	0.89	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Biosynthesis.SECONDARY-METABOLITE-BIOSYNTHESIS.Terpenoid-Biosynthesis.ISOPRENOIDS.Isopentenyl-Diphosphate-Biosynthesis.MEP-NONMEVIPP-PWY.	MEP-NONMEVIPP-PWY
palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	1.0	0.67	0.67	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Biosynthesis.Lipid-Biosynthesis.Fatty-acid-biosynthesis.Unsaturated-Fatty-Acids-Biosynthesis.Palmitoleate-Biosynthesis.PWY-6282.	PWY-6282
glycerol degradation V	1.0	1.0	1.5	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Degradation.Alcohol-Degradation.GLYCEROL-DEG.GLYCEROLMETAB-PWY.	GLYCEROLMETAB-PWY
L-proline biosynthesis I	1.0	0.75	0.75	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.PROLINE-SYN.PROSYN-PWY.	PROSYN-PWY
glycine biosynthesis I	1.0	1.0	1.0	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.GLYCINE-SYN.GLYSYN-PWY.	GLYSYN-PWY
L-histidine biosynthesis	1.0	0.8	1.1	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.HISTIDINE-SYN.HISTSYN-PWY.	HISTSYN-PWY
L-leucine biosynthesis	1.0	0.83	2.0	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.LEUCINE-SYN.LEUSYN-PWY.	LEUSYN-PWY
thiamine diphosphate biosynthesis III (Staphylococcus)	1.0	0.67	1.33	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Thiamine-Biosynthesis.Thiamin-Diphosphate-Biosynthesis.PWY-6907.	PWY-6907
CMP phosphorylation	1.0	0.5	0.5	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-Nucleotide-Salvage.PWY-7205.	PWY-7205
D-galactose degradation I (Leloir pathway)	1.0	0.8	1.4	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.GALACTOSE-DEGRADATION.PWY-6317.	PWY-6317
siroheme biosynthesis	1.0	0.5	0.5	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Biosynthesis.Cofactor-Biosynthesis.Porphyrin-Compounds-Biosynthesis.PWY-5194.	PWY-5194
L-asparagine biosynthesis I	1.0	1.0	1.0	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.ASPARAGINE-SYN.ASPARAGINE-BIOSYNTHESIS.	ASPARAGINE-BIOSYNTHESIS
fatty acid elongation -- saturated	1.0	0.6	0.6	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Biosynthesis.Lipid-Biosynthesis.Fatty-acid-biosynthesis.FASYN-ELONG-PWY.	FASYN-ELONG-PWY
guanosine ribonucleotides de novo biosynthesis	1.0	0.75	0.75	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.Purine-Ribonuc-De-Novo-Biosynthesis.PWY-7221.	PWY-7221
thiamine diphosphate biosynthesis II (Bacillus)	1.0	0.5	1.5	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Thiamine-Biosynthesis.Thiamin-Diphosphate-Biosynthesis.PWY-6893.	PWY-6893
di-trans,poly-cis-undecaprenyl phosphate biosynthesis	1.0	0.5	0.5	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Biosynthesis.Cofactor-Biosynthesis.Polyprenyl-Biosynthesis.PWY-5785.	PWY-5785
[2Fe-2S] iron-sulfur cluster biosynthesis	1.0	0.2	0.4	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Biosynthesis.Cofactor-Biosynthesis.PWY-7250.	PWY-7250
L-asparagine biosynthesis III (tRNA-dependent)	1.0	0.75	4.5	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Biosynthesis.Aminoacyl-tRNAs-Charging.PWY490-4./Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.ASPARAGINE-SYN.PWY490-4.	PWY490-4
L-tryptophan biosynthesis	1.0	1.0	1.5	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.TRYPTOPHAN-BIOSYNTHESIS.TRPSYN-PWY.	TRPSYN-PWY
gallate degradation III (anaerobic)	1.0	0.36	0.55	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Degradation.AROMATIC-COMPOUNDS-DEGRADATION.GALLATE-DEG.P3-PWY.	P3-PWY
L-alanine biosynthesis III	1.0	1.0	2.0	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.ALANINE-SYN.PWY0-1021.	PWY0-1021
glycerol degradation II	1.0	0.5	0.5	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Degradation.Alcohol-Degradation.GLYCEROL-DEG.PWY-6131.	PWY-6131
L-homocysteine biosynthesis	1.0	0.5	1.0	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Biosynthesis.Amino-Acid-Biosynthesis.Other-Amino-Acid-Biosynthesis.PWY-5344.	PWY-5344
L-asparagine biosynthesis II	1.0	1.0	1.0	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.ASPARAGINE-SYN.ASPARAGINESYN-PWY.	ASPARAGINESYN-PWY
xanthine and xanthosine salvage	1.0	1.0	1.0	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotides-Salvage.SALVPURINE2-PWY.	SALVPURINE2-PWY
L-cysteine biosynthesis I	1.0	1.0	2.5	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.CYSTEINE-SYN.CYSTSYN-PWY.	CYSTSYN-PWY
S-methyl-5'-thioadenosine degradation IV	1.0	1.0	1.0	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Degradation.NUCLEO-DEG.Methylthioadenosine-Degradation.PWY0-1391.	PWY0-1391
thymine degradation	1.0	0.33	0.33	Anaerostipes	Anaerostipes hadrus, Anaerostipes rhamnosivorans 1y2, Anaerostipes hadrus BPB5	Degradation.NUCLEO-DEG.Pyrimidine-Degradation.Pyrimidine-Base-Degradation.PWY-6430.	PWY-6430
5-methylbenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	0.333333333333	0.67	0.67	Anaerostipes	Anaerostipes rhamnosivorans 1y2	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Cobalamin-Biosynthesis.Cobamide-De-Novo-Biosynthesis.Adenosylcobamide-Biosynthesis.PWY-7968.	PWY-7968
formaldehyde assimilation II (assimilatory RuMP Cycle)	0.333333333333	1.0	5.0	Anaerostipes	Anaerostipes rhamnosivorans 1y2	Degradation.C1-COMPOUNDS.Formaldehyde-Assimilation.PWY-1861.	PWY-1861
adenosylcobalamin salvage from cobalamin	0.333333333333	0.6	0.6	Anaerostipes	Anaerostipes rhamnosivorans 1y2	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Cobalamin-Biosynthesis.Cobamide-Salvage.PWY-6268.	PWY-6268
adeninyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	0.333333333333	0.67	0.67	Anaerostipes	Anaerostipes rhamnosivorans 1y2	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Cobalamin-Biosynthesis.Cobamide-De-Novo-Biosynthesis.Adenosylcobamide-Biosynthesis.PWY-7964.	PWY-7964
adenosylcobinamide-GDP salvage from cobinamide I	0.333333333333	0.8	1.0	Anaerostipes	Anaerostipes rhamnosivorans 1y2	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Cobalamin-Biosynthesis.Cobamide-Salvage.B12-Salvage-From-Cobinamide.PWY-7971.	PWY-7971
superoxide radicals degradation	0.333333333333	0.5	0.5	Anaerostipes	Anaerostipes rhamnosivorans 1y2	Detoxification.REACTIVE-OXYGEN-SPECIES-DEGRADATION.DETOX1-PWY.	DETOX1-PWY
guanosine deoxyribonucleotides de novo biosynthesis II	0.333333333333	0.75	1.5	Anaerostipes	Anaerostipes rhamnosivorans 1y2	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.Purine-Deoxyribonuc-De-Novo-Biosynthesis.Guanosine-Deoxy-Denovo-Biosynthesis.PWY-7222./Biosynthesis.Nucleotide-Biosynthesis.Deoxyribonucleotide-Biosynthesis.Purine-Deoxyribonuc-De-Novo-Biosynthesis.Guanosine-Deoxy-Denovo-Biosynthesis.PWY-7222.	PWY-7222
methylerythritol phosphate pathway II	0.333333333333	1.0	1.0	Anaerostipes	Anaerostipes rhamnosivorans 1y2	Biosynthesis.SECONDARY-METABOLITE-BIOSYNTHESIS.Terpenoid-Biosynthesis.ISOPRENOIDS.Isopentenyl-Diphosphate-Biosynthesis.MEP-PWY-7560.	MEP-PWY-7560
succinate fermentation to butanoate	0.333333333333	0.57	0.86	Anaerostipes	Anaerostipes rhamnosivorans 1y2	Energy-Metabolism.Fermentation.Fermentation-to-Acids.Acetyl-CoA-Butyrate.PWY-5677.	PWY-5677
5-methoxy-6-methylbenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	0.333333333333	0.67	0.67	Anaerostipes	Anaerostipes rhamnosivorans 1y2	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Cobalamin-Biosynthesis.Cobamide-De-Novo-Biosynthesis.Adenosylcobamide-Biosynthesis.PWY-7966.	PWY-7966
adenosylcobalamin biosynthesis from adenosylcobinamide-GDP I	0.333333333333	0.67	0.67	Anaerostipes	Anaerostipes rhamnosivorans 1y2	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Cobalamin-Biosynthesis.Cobamide-De-Novo-Biosynthesis.Adenosylcobamide-Biosynthesis.PWY-5509.	PWY-5509
L-glutamate degradation IX (via 4-aminobutanoate)	0.333333333333	1.0	1.0	Anaerostipes	Anaerostipes rhamnosivorans 1y2	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.GLUTAMATE-DEG.PWY0-1305./Detoxification.Acid-Resistance.PWY0-1305.	PWY0-1305
lipoate salvage I	0.333333333333	1.0	1.0	Anaerostipes	Anaerostipes rhamnosivorans 1y2	Biosynthesis.Cofactor-Biosynthesis.Lipoate-Biosynthesis.PWY0-522.	PWY0-522
adenosine deoxyribonucleotides de novo biosynthesis II	0.333333333333	0.75	1.5	Anaerostipes	Anaerostipes rhamnosivorans 1y2	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.Purine-Deoxyribonuc-De-Novo-Biosynthesis.Adenosine-Deoxy-Denovo-Bbiosynthesis.PWY-7220./Biosynthesis.Nucleotide-Biosynthesis.Deoxyribonucleotide-Biosynthesis.Purine-Deoxyribonuc-De-Novo-Biosynthesis.Adenosine-Deoxy-Denovo-Bbiosynthesis.PWY-7220.	PWY-7220
L-alanine degradation IV	0.333333333333	1.0	1.0	Anaerostipes	Anaerostipes rhamnosivorans 1y2	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.ALANINE-DEG.PWY1-2.	PWY1-2
2-methyladeninyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	0.333333333333	0.67	0.67	Anaerostipes	Anaerostipes rhamnosivorans 1y2	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Cobalamin-Biosynthesis.Cobamide-De-Novo-Biosynthesis.Adenosylcobamide-Biosynthesis.PWY-7965.	PWY-7965
pentose phosphate pathway (non-oxidative branch)	0.333333333333	1.0	3.6	Anaerostipes	Anaerostipes rhamnosivorans 1y2	Energy-Metabolism.Pentose-Phosphate-Cycle.NONOXIPENT-PWY.	NONOXIPENT-PWY
5-methoxybenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	0.333333333333	0.67	0.67	Anaerostipes	Anaerostipes rhamnosivorans 1y2	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Cobalamin-Biosynthesis.Cobamide-De-Novo-Biosynthesis.Adenosylcobamide-Biosynthesis.PWY-7967.	PWY-7967
guanosine nucleotides degradation III	0.333333333333	0.75	1.25	Anaerostipes	Anaerostipes rhamnosivorans 1y2	Degradation.NUCLEO-DEG.Purine-Degradation.Guanosine-Nucleotides-Degradation.PWY-6608.	PWY-6608
2-aminoethylphosphonate degradation I	0.333333333333	0.67	0.67	Anaerostipes	Anaerostipes rhamnosivorans 1y2	Degradation.Noncarbon-Nutrients.Phosphorus-Compounds.2-Aminoethylphosphonate-Degradation.PHOSPHONOTASE-PWY.	PHOSPHONOTASE-PWY
4-aminobutanoate degradation V	0.333333333333	0.57	0.86	Anaerostipes	Anaerostipes rhamnosivorans 1y2	Degradation.AMINE-DEG.4-Aminobutyraye-Degradation.PWY-5022./Energy-Metabolism.Fermentation.Fermentation-to-Acids.Acetyl-CoA-Butyrate.PWY-5022.	PWY-5022
L-rhamnose degradation I	0.333333333333	0.8	1.0	Anaerostipes	Anaerostipes rhamnosivorans 1y2	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.L-rhamnose-Degradation.RHAMCAT-PWY.	RHAMCAT-PWY
lipoate biosynthesis and incorporation II	0.333333333333	0.5	0.5	Anaerostipes	Anaerostipes rhamnosivorans 1y2	Biosynthesis.Cofactor-Biosynthesis.Lipoate-Biosynthesis.PWY0-1275.	PWY0-1275
benzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	0.333333333333	0.67	0.67	Anaerostipes	Anaerostipes rhamnosivorans 1y2	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Cobalamin-Biosynthesis.Cobamide-De-Novo-Biosynthesis.Adenosylcobamide-Biosynthesis.PWY-7970.	PWY-7970
5-hydroxybenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	0.333333333333	0.67	0.67	Anaerostipes	Anaerostipes rhamnosivorans 1y2	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Cobalamin-Biosynthesis.Cobamide-De-Novo-Biosynthesis.Adenosylcobamide-Biosynthesis.PWY-7969.	PWY-7969
formaldehyde oxidation I	0.333333333333	0.5	1.33	Anaerostipes	Anaerostipes rhamnosivorans 1y2	Degradation.C1-COMPOUNDS.Formaldehyde-Oxidation.RUMP-PWY./Energy-Metabolism.RUMP-PWY.	RUMP-PWY
lipoate salvage II	0.333333333333	0.5	0.5	Anaerostipes	Anaerostipes rhamnosivorans 1y2	Biosynthesis.Cofactor-Biosynthesis.Lipoate-Biosynthesis.PWY-6984.	PWY-6984
