Metabolic Pathway	Present in X org./Total org.	Median score	Median frequency	Target taxonomies	Strain with the Pathway	Pathway Hierarchy	MetaCyc URL
NADH to cytochrome bo oxidase electron transfer I	0.315789473684	1.0	1.0	Actinomyces	Actinomyces sp. dk561, Actinomyces howellii NCTC11636, Actinomyces sp. 299, Actinomyces slackii NCTC11923, Actinomyces viscosus NCTC10951, Actinomyces sp. oral taxon 897 F0631	Energy-Metabolism.Respiration.AEROBIC-RESPIRATION.PWY0-1335./Energy-Metabolism.Electron-Transfer.PWY0-1335.	PWY0-1335
NADH to cytochrome bd oxidase electron transfer I	0.315789473684	1.0	1.5	Actinomyces	Actinomyces sp. dk561, Actinomyces howellii NCTC11636, Actinomyces sp. 299, Actinomyces slackii NCTC11923, Actinomyces viscosus NCTC10951, Actinomyces sp. oral taxon 897 F0631	Energy-Metabolism.Respiration.AEROBIC-RESPIRATION.PWY0-1334./Energy-Metabolism.Electron-Transfer.PWY0-1334.	PWY0-1334
peptidoglycan maturation (meso-diaminopimelate containing)	0.210526315789	0.29	0.33	Actinomyces	Actinomyces sp. dk561, Actinomyces howellii NCTC11636, Actinomyces sp. 299, Actinomyces sp. oral taxon 897 F0631	Biosynthesis.Cell-Structure-Biosynthesis.Cell-Wall-Biosynthesis.Peptidoglycan-Biosynthesis.PWY0-1586.	PWY0-1586
pyruvate decarboxylation to acetyl CoA	0.315789473684	0.67	0.67	Actinomyces	Actinomyces sp. dk561, Actinomyces israelii NCTC12972, Actinomyces howellii NCTC11636, Actinomyces sp. 299, Actinomyces viscosus NCTC10951, Actinomyces sp. 410	Degradation.CARBOXYLATES-DEG.PYRUVDEHYD-PWY./Energy-Metabolism.Acetyl-CoA-Biosynthesis.PYRUVDEHYD-PWY.	PYRUVDEHYD-PWY
pyruvate fermentation to (S)-lactate	0.315789473684	1.0	1.0	Actinomyces	Actinomyces sp. dk561, Actinomyces israelii NCTC12972, Actinomyces howellii NCTC11636, Actinomyces sp. 299, Actinomyces viscosus NCTC10951, Actinomyces sp. oral taxon 897 F0631	Energy-Metabolism.Fermentation.Pyruvate-Degradation.Pyruvate-Lactate-Fermentation.PWY-5481./Energy-Metabolism.Fermentation.Fermentation-to-Acids.Fermentation-to-Lactate.Pyruvate-Lactate-Fermentation.PWY-5481.	PWY-5481
glycerol degradation V	0.315789473684	0.5	0.5	Actinomyces	Actinomyces sp. dk561, Actinomyces israelii NCTC12972, Actinomyces naeslundii ATCC 27039, Actinomyces howellii NCTC11636, Actinomyces sp. 299, Actinomyces viscosus NCTC10951	Degradation.Alcohol-Degradation.GLYCEROL-DEG.GLYCEROLMETAB-PWY.	GLYCEROLMETAB-PWY
phenol degradation I (aerobic)	0.0526315789474	1.0	1.0	Actinomyces	Actinomyces sp. oral taxon 171 str. F0337	Degradation.AROMATIC-COMPOUNDS-DEGRADATION.Phenolic-Compounds-Degradation.Phenol-Degradation.PWY-5418.	PWY-5418
chlorinated phenols degradation	0.0526315789474	1.0	1.0	Actinomyces	Actinomyces sp. oral taxon 171 str. F0337	Degradation.CHLORINATED-COMPOUNDS-DEG.Chloroaromatic-Compounds-Degradation.PWY-6197./Degradation.AROMATIC-COMPOUNDS-DEGRADATION.Chloroaromatic-Compounds-Degradation.PWY-6197.	PWY-6197
trehalose biosynthesis V	0.473684210526	0.67	0.67	Actinomyces	Actinomyces sp. oral taxon 171 str. F0337, Actinomyces gaoshouyii pika_114, Actinomyces radicidentis CCUG 36733, Actinomyces howellii NCTC11636, Actinomyces sp. 299, Actinomyces sp. Chiba101, Actinomyces slackii NCTC11923, Actinomyces viscosus NCTC10951, Actinomyces oris T14V	Biosynthesis.Metabolic-Regulators.Organic-solutes-Biosynthesis.Trehalose-biosynthesis.PWY-2661./Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.Trehalose-biosynthesis.PWY-2661.	PWY-2661
heme b biosynthesis II (anaerobic)	0.578947368421	0.5	0.75	Actinomyces	Actinomyces sp. oral taxon 171 str. F0337, Actinomyces gaoshouyii pika_114, Actinomyces radicidentis CCUG 36733, Actinomyces israelii NCTC12972, Actinomyces howellii NCTC11636, Actinomyces sp. 299, Actinomyces sp. Chiba101, Actinomyces slackii NCTC11923, Actinomyces sp. 410, Actinomyces sp. oral taxon 414 F0588, Actinomyces oris T14V	Biosynthesis.Cofactor-Biosynthesis.Porphyrin-Compounds-Biosynthesis.HEME-SYN.Heme-b-Biosynthesis.HEMESYN2-PWY.	HEMESYN2-PWY
assimilatory sulfate reduction III	0.526315789474	0.67	1.0	Actinomyces	Actinomyces sp. oral taxon 171 str. F0337, Actinomyces gaoshouyii pika_114, Actinomyces radicidentis CCUG 36733, Actinomyces sp. Z16, Actinomyces howellii NCTC11636, Actinomyces sp. Chiba101, Actinomyces slackii NCTC11923, Actinomyces viscosus NCTC10951, Actinomyces sp. 410, Actinomyces oris T14V	Degradation.Noncarbon-Nutrients.Sulfur-Metabolism.Assimilatory-Sulfate-Reduction.PWY-6683.	PWY-6683
selenate reduction	0.578947368421	0.2	0.4	Actinomyces	Actinomyces sp. oral taxon 171 str. F0337, Actinomyces gaoshouyii pika_114, Actinomyces radicidentis CCUG 36733, Actinomyces sp. Z16, Actinomyces naeslundii ATCC 27039, Actinomyces howellii NCTC11636, Actinomyces sp. Chiba101, Actinomyces slackii NCTC11923, Actinomyces viscosus NCTC10951, Actinomyces sp. 410, Actinomyces oris T14V	Degradation.Noncarbon-Nutrients.Selenium-Metabolism.PWY-6932.	PWY-6932
geranylgeranyl diphosphate biosynthesis	0.421052631579	1.0	1.0	Actinomyces	Actinomyces sp. oral taxon 171 str. F0337, Actinomyces gaoshouyii pika_114, Actinomyces radicidentis CCUG 36733, Actinomyces sp. Z16, Actinomyces sp. Chiba101, Actinomyces sp. oral taxon 897 F0631, Actinomyces sp. oral taxon 414 F0588, Actinomyces oris T14V	Biosynthesis.Cofactor-Biosynthesis.Polyprenyl-Biosynthesis.GGPP-Biosynthesis.PWY-5120.	PWY-5120
trehalose biosynthesis IV	0.631578947368	1.0	1.0	Actinomyces	Actinomyces sp. oral taxon 171 str. F0337, Actinomyces gaoshouyii pika_114, Actinomyces radicidentis CCUG 36733, Actinomyces sp. Z16, Actinomyces sp. dk561, Actinomyces howellii NCTC11636, Actinomyces sp. 299, Actinomyces sp. Chiba101, Actinomyces slackii NCTC11923, Actinomyces viscosus NCTC10951, Actinomyces sp. 410, Actinomyces oris T14V	Biosynthesis.Metabolic-Regulators.Organic-solutes-Biosynthesis.Trehalose-biosynthesis.PWY-2622./Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.Trehalose-biosynthesis.PWY-2622.	PWY-2622
UDP-&alpha;-D-glucose biosynthesis I	0.894736842105	1.0	1.0	Actinomyces	Actinomyces sp. oral taxon 171 str. F0337, Actinomyces gaoshouyii pika_114, Actinomyces radicidentis CCUG 36733, Actinomyces sp. Z16, Actinomyces sp. dk561, Actinomyces israelii NCTC12972, Actinomyces howellii NCTC11636, Actinomyces sp. 299, Actinomyces sp. Chiba101, Actinomyces slackii NCTC11923, Actinomyces pacaensis Marseille-P2985, Actinomyces viscosus NCTC10951, Actinomyces tangfeifanii VUL4_3, Actinomyces sp. 410, Actinomyces sp. oral taxon 897 F0631, Actinomyces sp. oral taxon 414 F0588, Actinomyces oris T14V	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.UDP-Sugar-Biosynthesis.PWY-7343.	PWY-7343
heme b biosynthesis I (aerobic)	0.789473684211	0.5	1.0	Actinomyces	Actinomyces sp. oral taxon 171 str. F0337, Actinomyces gaoshouyii pika_114, Actinomyces radicidentis CCUG 36733, Actinomyces sp. Z16, Actinomyces sp. dk561, Actinomyces israelii NCTC12972, Actinomyces howellii NCTC11636, Actinomyces sp. 299, Actinomyces sp. Chiba101, Actinomyces slackii NCTC11923, Actinomyces tangfeifanii VUL4_3, Actinomyces sp. 410, Actinomyces sp. oral taxon 897 F0631, Actinomyces sp. oral taxon 414 F0588, Actinomyces oris T14V	Biosynthesis.Cofactor-Biosynthesis.Porphyrin-Compounds-Biosynthesis.HEME-SYN.Heme-b-Biosynthesis.HEME-BIOSYNTHESIS-II.	HEME-BIOSYNTHESIS-II
formaldehyde oxidation VII (THF pathway)	0.789473684211	0.75	0.75	Actinomyces	Actinomyces sp. oral taxon 171 str. F0337, Actinomyces gaoshouyii pika_114, Actinomyces radicidentis CCUG 36733, Actinomyces sp. Z16, Actinomyces sp. dk561, Actinomyces israelii NCTC12972, Actinomyces howellii NCTC11636, Actinomyces sp. 299, Actinomyces sp. Chiba101, Actinomyces slackii NCTC11923, Actinomyces viscosus NCTC10951, Actinomyces sp. 410, Actinomyces sp. oral taxon 897 F0631, Actinomyces sp. oral taxon 414 F0588, Actinomyces oris T14V	Degradation.C1-COMPOUNDS.Formaldehyde-Oxidation.PWY-7909.	PWY-7909
L-proline biosynthesis I	0.894736842105	0.75	0.75	Actinomyces	Actinomyces sp. oral taxon 171 str. F0337, Actinomyces gaoshouyii pika_114, Actinomyces radicidentis CCUG 36733, Actinomyces sp. Z16, Actinomyces sp. dk561, Actinomyces israelii NCTC12972, Actinomyces naeslundii ATCC 27039, Actinomyces howellii NCTC11636, Actinomyces sp. 299, Actinomyces sp. Chiba101, Actinomyces slackii NCTC11923, Actinomyces pacaensis Marseille-P2985, Actinomyces viscosus NCTC10951, Actinomyces sp. 410, Actinomyces sp. oral taxon 897 F0631, Actinomyces sp. oral taxon 414 F0588, Actinomyces oris T14V	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.PROLINE-SYN.PROSYN-PWY.	PROSYN-PWY
D-galactose degradation I (Leloir pathway)	0.947368421053	0.8	0.8	Actinomyces	Actinomyces sp. oral taxon 171 str. F0337, Actinomyces gaoshouyii pika_114, Actinomyces radicidentis CCUG 36733, Actinomyces sp. Z16, Actinomyces sp. dk561, Actinomyces israelii NCTC12972, Actinomyces naeslundii ATCC 27039, Actinomyces howellii NCTC11636, Actinomyces sp. 299, Actinomyces sp. Chiba101, Actinomyces slackii NCTC11923, Actinomyces pacaensis Marseille-P2985, Actinomyces viscosus NCTC10951, Actinomyces tangfeifanii VUL4_3, Actinomyces sp. 410, Actinomyces sp. oral taxon 897 F0631, Actinomyces sp. oral taxon 414 F0588, Actinomyces oris T14V	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.GALACTOSE-DEGRADATION.PWY-6317.	PWY-6317
L-arginine biosynthesis II (acetyl cycle)	0.842105263158	0.89	1.11	Actinomyces	Actinomyces sp. oral taxon 171 str. F0337, Actinomyces gaoshouyii pika_114, Actinomyces radicidentis CCUG 36733, Actinomyces sp. Z16, Actinomyces sp. dk561, Actinomyces israelii NCTC12972, Actinomyces naeslundii ATCC 27039, Actinomyces howellii NCTC11636, Actinomyces sp. 299, Actinomyces sp. Chiba101, Actinomyces slackii NCTC11923, Actinomyces viscosus NCTC10951, Actinomyces sp. 410, Actinomyces sp. oral taxon 897 F0631, Actinomyces sp. oral taxon 414 F0588, Actinomyces oris T14V	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.ARGININE-SYN.ARGSYNBSUB-PWY.	ARGSYNBSUB-PWY
melibiose degradation	0.842105263158	1.0	1.5	Actinomyces	Actinomyces sp. oral taxon 171 str. F0337, Actinomyces gaoshouyii pika_114, Actinomyces radicidentis CCUG 36733, Actinomyces sp. Z16, Actinomyces sp. dk561, Actinomyces israelii NCTC12972, Actinomyces naeslundii ATCC 27039, Actinomyces howellii NCTC11636, Actinomyces sp. 299, Actinomyces sp. Chiba101, Actinomyces slackii NCTC11923, Actinomyces viscosus NCTC10951, Actinomyces sp. 410, Actinomyces sp. oral taxon 897 F0631, Actinomyces sp. oral taxon 414 F0588, Actinomyces oris T14V	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.PWY0-1301.	PWY0-1301
L-ornithine biosynthesis I	0.842105263158	0.8	1.0	Actinomyces	Actinomyces sp. oral taxon 171 str. F0337, Actinomyces gaoshouyii pika_114, Actinomyces radicidentis CCUG 36733, Actinomyces sp. Z16, Actinomyces sp. dk561, Actinomyces israelii NCTC12972, Actinomyces naeslundii ATCC 27039, Actinomyces howellii NCTC11636, Actinomyces sp. 299, Actinomyces sp. Chiba101, Actinomyces slackii NCTC11923, Actinomyces viscosus NCTC10951, Actinomyces sp. 410, Actinomyces sp. oral taxon 897 F0631, Actinomyces sp. oral taxon 414 F0588, Actinomyces oris T14V	Biosynthesis.Amino-Acid-Biosynthesis.Other-Amino-Acid-Biosynthesis.L-Ornithine-Biosynthesis.GLUTORN-PWY.	GLUTORN-PWY
L-glutamate degradation II	0.894736842105	0.5	0.5	Actinomyces	Actinomyces sp. oral taxon 171 str. F0337, Actinomyces gaoshouyii pika_114, Actinomyces radicidentis CCUG 36733, Actinomyces sp. Z16, Actinomyces sp. dk561, Actinomyces israelii NCTC12972, Actinomyces naeslundii ATCC 27039, Actinomyces howellii NCTC11636, Actinomyces sp. Chiba101, Actinomyces slackii NCTC11923, Actinomyces pacaensis Marseille-P2985, Actinomyces viscosus NCTC10951, Actinomyces tangfeifanii VUL4_3, Actinomyces sp. 410, Actinomyces sp. oral taxon 897 F0631, Actinomyces sp. oral taxon 414 F0588, Actinomyces oris T14V	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.GLUTAMATE-DEG.GLUTDEG-PWY./Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.ASPARTATE-SYN.GLUTDEG-PWY.	GLUTDEG-PWY
urea cycle	0.842105263158	0.8	0.9	Actinomyces	Actinomyces sp. oral taxon 171 str. F0337, Actinomyces gaoshouyii pika_114, Actinomyces radicidentis CCUG 36733, Actinomyces sp. Z16, Actinomyces sp. dk561, Actinomyces israelii NCTC12972, Actinomyces naeslundii ATCC 27039, Actinomyces howellii NCTC11636, Actinomyces sp. Chiba101, Actinomyces slackii NCTC11923, Actinomyces viscosus NCTC10951, Actinomyces tangfeifanii VUL4_3, Actinomyces sp. 410, Actinomyces sp. oral taxon 897 F0631, Actinomyces sp. oral taxon 414 F0588, Actinomyces oris T14V	Degradation.Noncarbon-Nutrients.NITROGEN-DEG.PWY-4984.	PWY-4984
5-aminoimidazole ribonucleotide biosynthesis II	0.684210526316	0.8	1.2	Actinomyces	Actinomyces sp. oral taxon 171 str. F0337, Actinomyces gaoshouyii pika_114, Actinomyces radicidentis CCUG 36733, Actinomyces sp. Z16, Actinomyces sp. dk561, Actinomyces israelii NCTC12972, Actinomyces sp. Chiba101, Actinomyces viscosus NCTC10951, Actinomyces tangfeifanii VUL4_3, Actinomyces sp. 410, Actinomyces sp. oral taxon 897 F0631, Actinomyces sp. oral taxon 414 F0588, Actinomyces oris T14V	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.AIR-Biosynthesis.PWY-6122.	PWY-6122
nitrate reduction IV (dissimilatory)	0.578947368421	0.5	0.5	Actinomyces	Actinomyces sp. oral taxon 171 str. F0337, Actinomyces gaoshouyii pika_114, Actinomyces radicidentis CCUG 36733, Actinomyces sp. Z16, Actinomyces sp. dk561, Actinomyces sp. 299, Actinomyces sp. Chiba101, Actinomyces slackii NCTC11923, Actinomyces viscosus NCTC10951, Actinomyces sp. 410, Actinomyces sp. oral taxon 897 F0631	Degradation.Noncarbon-Nutrients.NITROGEN-DEG.Nitrate-Reduction.PWY-5674./Energy-Metabolism.Respiration.ANAEROBIC-RESPIRATION.PWY-5674.	PWY-5674
L-asparagine degradation I	0.789473684211	1.0	1.0	Actinomyces	Actinomyces sp. oral taxon 171 str. F0337, Actinomyces gaoshouyii pika_114, Actinomyces radicidentis CCUG 36733, Actinomyces sp. dk561, Actinomyces israelii NCTC12972, Actinomyces howellii NCTC11636, Actinomyces sp. 299, Actinomyces sp. Chiba101, Actinomyces slackii NCTC11923, Actinomyces pacaensis Marseille-P2985, Actinomyces viscosus NCTC10951, Actinomyces sp. 410, Actinomyces sp. oral taxon 897 F0631, Actinomyces sp. oral taxon 414 F0588, Actinomyces oris T14V	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.ASPARAGINE-DEG.ASPARAGINE-DEG1-PWY.	ASPARAGINE-DEG1-PWY
UDP-&alpha;-D-galactose biosynthesis	0.894736842105	1.0	1.0	Actinomyces	Actinomyces sp. oral taxon 171 str. F0337, Actinomyces gaoshouyii pika_114, Actinomyces radicidentis CCUG 36733, Actinomyces sp. dk561, Actinomyces israelii NCTC12972, Actinomyces naeslundii ATCC 27039, Actinomyces howellii NCTC11636, Actinomyces sp. 299, Actinomyces sp. Chiba101, Actinomyces slackii NCTC11923, Actinomyces pacaensis Marseille-P2985, Actinomyces viscosus NCTC10951, Actinomyces tangfeifanii VUL4_3, Actinomyces sp. 410, Actinomyces sp. oral taxon 897 F0631, Actinomyces sp. oral taxon 414 F0588, Actinomyces oris T14V	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.UDP-Sugar-Biosynthesis.PWY-7344.	PWY-7344
L-lysine biosynthesis III	0.684210526316	0.86	0.86	Actinomyces	Actinomyces sp. oral taxon 171 str. F0337, Actinomyces gaoshouyii pika_114, Actinomyces sp. Z16, Actinomyces sp. dk561, Actinomyces israelii NCTC12972, Actinomyces howellii NCTC11636, Actinomyces sp. 299, Actinomyces sp. Chiba101, Actinomyces slackii NCTC11923, Actinomyces viscosus NCTC10951, Actinomyces sp. 410, Actinomyces sp. oral taxon 897 F0631, Actinomyces oris T14V	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.LYSINE-SYN.PWY-2942.	PWY-2942
parathion degradation	0.421052631579	0.5	0.5	Actinomyces	Actinomyces sp. oral taxon 171 str. F0337, Actinomyces gaoshouyii pika_114, Actinomyces sp. Z16, Actinomyces sp. dk561, Actinomyces sp. 299, Actinomyces sp. Chiba101, Actinomyces viscosus NCTC10951, Actinomyces sp. 410	Degradation.AROMATIC-COMPOUNDS-DEGRADATION.PARATHION-DEGRADATION-PWY.	PARATHION-DEGRADATION-PWY
paraoxon degradation	0.421052631579	1.0	1.0	Actinomyces	Actinomyces sp. oral taxon 171 str. F0337, Actinomyces gaoshouyii pika_114, Actinomyces sp. Z16, Actinomyces sp. dk561, Actinomyces sp. 299, Actinomyces sp. Chiba101, Actinomyces viscosus NCTC10951, Actinomyces sp. 410	Degradation.AROMATIC-COMPOUNDS-DEGRADATION.PWY-5490.	PWY-5490
myo-inositol degradation I	0.526315789474	0.71	0.86	Actinomyces	Actinomyces sp. oral taxon 171 str. F0337, Actinomyces gaoshouyii pika_114, Actinomyces sp. dk561, Actinomyces israelii NCTC12972, Actinomyces howellii NCTC11636, Actinomyces sp. 299, Actinomyces sp. Chiba101, Actinomyces slackii NCTC11923, Actinomyces viscosus NCTC10951, Actinomyces oris T14V	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.SUGAR-ALCOHOLS-DEG.P562-PWY.	P562-PWY
UDP-N-acetyl-&alpha;-D-mannosaminouronate biosynthesis	0.421052631579	1.0	1.5	Actinomyces	Actinomyces sp. oral taxon 171 str. F0337, Actinomyces gaoshouyii pika_114, Actinomyces sp. dk561, Actinomyces naeslundii ATCC 27039, Actinomyces sp. Chiba101, Actinomyces tangfeifanii VUL4_3, Actinomyces sp. 410, Actinomyces oris T14V	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.UDP-Sugar-Biosynthesis.PWY-7335.	PWY-7335
acetate conversion to acetyl-CoA	0.210526315789	1.0	1.0	Actinomyces	Actinomyces sp. oral taxon 171 str. F0337, Actinomyces howellii NCTC11636, Actinomyces sp. 299, Actinomyces slackii NCTC11923	Degradation.CARBOXYLATES-DEG.PWY0-1313.	PWY0-1313
chitin degradation II (Vibrio)	0.368421052632	0.4	0.4	Actinomyces	Actinomyces sp. oral taxon 171 str. F0337, Actinomyces radicidentis CCUG 36733, Actinomyces howellii NCTC11636, Actinomyces pacaensis Marseille-P2985, Actinomyces viscosus NCTC10951, Actinomyces sp. oral taxon 414 F0588, Actinomyces oris T14V	Degradation.Polymer-Degradation.POLYSACCHARIDES-DEG.Chitin-Degradation.PWY-6902./Degradation.Carbohydrates-Degradation.POLYSACCHARIDES-DEG.Chitin-Degradation.PWY-6902.	PWY-6902
D-arabinose degradation I	0.421052631579	0.25	0.25	Actinomyces	Actinomyces sp. oral taxon 171 str. F0337, Actinomyces radicidentis CCUG 36733, Actinomyces sp. Z16, Actinomyces naeslundii ATCC 27039, Actinomyces slackii NCTC11923, Actinomyces viscosus NCTC10951, Actinomyces sp. 410, Actinomyces oris T14V	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.D-Arabinose-Degradation.DARABCATK12-PWY.	DARABCATK12-PWY
fucose degradation	0.421052631579	0.25	0.25	Actinomyces	Actinomyces sp. oral taxon 171 str. F0337, Actinomyces radicidentis CCUG 36733, Actinomyces sp. Z16, Actinomyces naeslundii ATCC 27039, Actinomyces slackii NCTC11923, Actinomyces viscosus NCTC10951, Actinomyces sp. 410, Actinomyces oris T14V	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.FUCCAT-PWY.	FUCCAT-PWY
nitrate reduction IX (dissimilatory)	0.526315789474	0.5	1.0	Actinomyces	Actinomyces sp. oral taxon 171 str. F0337, Actinomyces radicidentis CCUG 36733, Actinomyces sp. Z16, Actinomyces sp. dk561, Actinomyces israelii NCTC12972, Actinomyces sp. 299, Actinomyces pacaensis Marseille-P2985, Actinomyces viscosus NCTC10951, Actinomyces sp. 410, Actinomyces sp. oral taxon 897 F0631	Degradation.Noncarbon-Nutrients.NITROGEN-DEG.Nitrate-Reduction.PWY0-1581./Energy-Metabolism.Respiration.ANAEROBIC-RESPIRATION.PWY0-1581./Energy-Metabolism.Electron-Transfer.PWY0-1581.	PWY0-1581
4-aminobutanoate degradation I	0.210526315789	1.0	1.0	Actinomyces	Actinomyces sp. oral taxon 171 str. F0337, Actinomyces sp. 299, Actinomyces slackii NCTC11923, Actinomyces oris T14V	Degradation.AMINE-DEG.4-Aminobutyraye-Degradation.PWY-6535.	PWY-6535
4-aminobutanoate degradation III	0.210526315789	0.5	0.5	Actinomyces	Actinomyces sp. oral taxon 171 str. F0337, Actinomyces sp. 299, Actinomyces slackii NCTC11923, Actinomyces oris T14V	Degradation.AMINE-DEG.4-Aminobutyraye-Degradation.PWY-6536.	PWY-6536
L-alanine degradation IV	0.578947368421	1.0	1.0	Actinomyces	Actinomyces sp. oral taxon 171 str. F0337, Actinomyces sp. Z16, Actinomyces sp. dk561, Actinomyces israelii NCTC12972, Actinomyces howellii NCTC11636, Actinomyces sp. 299, Actinomyces slackii NCTC11923, Actinomyces tangfeifanii VUL4_3, Actinomyces sp. 410, Actinomyces sp. oral taxon 897 F0631, Actinomyces sp. oral taxon 414 F0588	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.ALANINE-DEG.PWY1-2.	PWY1-2
L-lactaldehyde degradation (anaerobic)	0.263157894737	1.0	1.0	Actinomyces	Actinomyces sp. oral taxon 171 str. F0337, Actinomyces sp. Z16, Actinomyces sp. dk561, Actinomyces viscosus NCTC10951, Actinomyces sp. 410	Degradation.Aldehyde-Degradation.Lactaldehyde-Degradation.PWY0-1315.	PWY0-1315
nitrate reduction V (assimilatory)	0.263157894737	0.75	1.25	Actinomyces	Actinomyces sp. oral taxon 171 str. F0337, Actinomyces sp. dk561, Actinomyces sp. 299, Actinomyces viscosus NCTC10951, Actinomyces sp. oral taxon 897 F0631	Degradation.Noncarbon-Nutrients.NITROGEN-DEG.Nitrate-Reduction.PWY-5675.	PWY-5675
nitrate reduction VIIIb (dissimilatory)	0.263157894737	0.5	1.5	Actinomyces	Actinomyces sp. oral taxon 171 str. F0337, Actinomyces sp. dk561, Actinomyces sp. 299, Actinomyces viscosus NCTC10951, Actinomyces sp. oral taxon 897 F0631	Degradation.Noncarbon-Nutrients.NITROGEN-DEG.Nitrate-Reduction.PWY0-1573./Energy-Metabolism.Respiration.ANAEROBIC-RESPIRATION.PWY0-1573./Energy-Metabolism.Electron-Transfer.PWY0-1573.	PWY0-1573
TCA cycle IV (2-oxoglutarate decarboxylase)	0.0526315789474	0.82	1.18	Actinomyces	Actinomyces sp. oral taxon 414 F0588	Energy-Metabolism.TCA-VARIANTS.P105-PWY.	P105-PWY
L-glutamate degradation I	0.0526315789474	1.0	1.0	Actinomyces	Actinomyces sp. oral taxon 848 str. F0332	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.GLUTAMATE-DEG.GLUTAMATE-DEG1-PWY.	GLUTAMATE-DEG1-PWY
D-xylose degradation I	0.578947368421	1.0	1.5	Actinomyces	Actinomyces sp. oral taxon 848 str. F0332, Actinomyces gaoshouyii pika_114, Actinomyces sp. Z16, Actinomyces sp. dk561, Actinomyces howellii NCTC11636, Actinomyces sp. 299, Actinomyces sp. Chiba101, Actinomyces slackii NCTC11923, Actinomyces pacaensis Marseille-P2985, Actinomyces tangfeifanii VUL4_3, Actinomyces sp. 410	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.Xylose-Degradation.XYLCAT-PWY.	XYLCAT-PWY
L-tyrosine biosynthesis I	0.473684210526	0.67	0.67	Actinomyces	Actinomyces sp. oral taxon 848 str. F0332, Actinomyces gaoshouyii pika_114, Actinomyces sp. dk561, Actinomyces israelii NCTC12972, Actinomyces howellii NCTC11636, Actinomyces sp. 299, Actinomyces viscosus NCTC10951, Actinomyces sp. 410, Actinomyces sp. oral taxon 897 F0631	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.TYROSINE-SYN.TYRSYN.	TYRSYN
tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate	0.210526315789	1.0	1.0	Actinomyces	Actinomyces sp. oral taxon 848 str. F0332, Actinomyces howellii NCTC11636, Actinomyces sp. 299, Actinomyces slackii NCTC11923	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Folate-Biosynthesis.PWY-6613.	PWY-6613
queuosine biosynthesis	0.157894736842	0.25	0.25	Actinomyces	Actinomyces sp. oral taxon 848 str. F0332, Actinomyces pacaensis Marseille-P2985, Actinomyces tangfeifanii VUL4_3	Macromolecule-Modification.Nucleic-Acid-Processing.PWY-6700.	PWY-6700
L-serine degradation	0.526315789474	0.33	0.33	Actinomyces	Actinomyces sp. oral taxon 848 str. F0332, Actinomyces radicidentis CCUG 36733, Actinomyces israelii NCTC12972, Actinomyces howellii NCTC11636, Actinomyces slackii NCTC11923, Actinomyces pacaensis Marseille-P2985, Actinomyces tangfeifanii VUL4_3, Actinomyces sp. oral taxon 897 F0631, Actinomyces sp. oral taxon 414 F0588, Actinomyces oris T14V	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.SERINE-DEG.SERDEG-PWY.	SERDEG-PWY
glycine cleavage	0.421052631579	1.0	1.83	Actinomyces	Actinomyces sp. oral taxon 848 str. F0332, Actinomyces radicidentis CCUG 36733, Actinomyces naeslundii ATCC 27039, Actinomyces howellii NCTC11636, Actinomyces slackii NCTC11923, Actinomyces sp. oral taxon 897 F0631, Actinomyces sp. oral taxon 414 F0588, Actinomyces oris T14V	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.GLYCINE-DEG.GLYCLEAV-PWY.	GLYCLEAV-PWY
